ticker,cik,urls
AAPL,0000320193,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/0000320193-23-000106-index.htm
AAPL,0000320193,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/0000320193-22-000108-index.htm
AAPL,0000320193,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/0000320193-21-000105-index.htm
AAPL,0000320193,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/0000320193-20-000096-index.htm
AAPL,0000320193,https://www.sec.gov/Archives/edgar/data/320193/000032019319000119/0000320193-19-000119-index.htm
ACN,0001467373,https://www.sec.gov/Archives/edgar/data/1467373/000146737323000324/0001467373-23-000324-index.htm
ACN,0001467373,https://www.sec.gov/Archives/edgar/data/1467373/000146737322000295/0001467373-22-000295-index.htm
ACN,0001467373,https://www.sec.gov/Archives/edgar/data/1467373/000146737321000229/0001467373-21-000229-index.htm
ACN,0001467373,https://www.sec.gov/Archives/edgar/data/1467373/000146737320000376/0001467373-20-000376-index.htm
ACN,0001467373,https://www.sec.gov/Archives/edgar/data/1467373/000146737319000339/0001467373-19-000339-index.htm
ADBE,0000796343,https://www.sec.gov/Archives/edgar/data/796343/000079634324000006/0000796343-24-000006-index.htm
ADBE,0000796343,https://www.sec.gov/Archives/edgar/data/796343/000079634323000007/0000796343-23-000007-index.htm
ADBE,0000796343,https://www.sec.gov/Archives/edgar/data/796343/000079634322000032/0000796343-22-000032-index.htm
ADBE,0000796343,https://www.sec.gov/Archives/edgar/data/796343/000079634321000004/0000796343-21-000004-index.htm
ADBE,0000796343,https://www.sec.gov/Archives/edgar/data/796343/000079634320000013/0000796343-20-000013-index.htm
ADBE,0000796343,https://www.sec.gov/Archives/edgar/data/796343/000079634319000019/0000796343-19-000019-index.htm
ADP,0000008670,https://www.sec.gov/Archives/edgar/data/8670/000000867023000030/0000008670-23-000030-index.htm
ADP,0000008670,https://www.sec.gov/Archives/edgar/data/8670/000000867022000038/0000008670-22-000038-index.htm
ADP,0000008670,https://www.sec.gov/Archives/edgar/data/8670/000000867021000027/0000008670-21-000027-index.htm
ADP,0000008670,https://www.sec.gov/Archives/edgar/data/8670/000000867020000032/0000008670-20-000032-index.htm
ADP,0000008670,https://www.sec.gov/Archives/edgar/data/8670/000000867019000021/0000008670-19-000021-index.htm
ADSK,0000769397,https://www.sec.gov/Archives/edgar/data/769397/000076939723000036/0000769397-23-000036-index.htm
ADSK,0000769397,https://www.sec.gov/Archives/edgar/data/769397/000076939722000019/0000769397-22-000019-index.htm
ADSK,0000769397,https://www.sec.gov/Archives/edgar/data/769397/000076939721000014/0000769397-21-000014-index.htm
ADSK,0000769397,https://www.sec.gov/Archives/edgar/data/769397/000076939720000013/0000769397-20-000013-index.htm
ADSK,0000769397,https://www.sec.gov/Archives/edgar/data/769397/000076939719000016/0000769397-19-000016-index.htm
AMGN,0000318154,https://www.sec.gov/Archives/edgar/data/318154/000031815424000011/0000318154-24-000011-index.htm
AMGN,0000318154,https://www.sec.gov/Archives/edgar/data/318154/000031815423000017/0000318154-23-000017-index.htm
AMGN,0000318154,https://www.sec.gov/Archives/edgar/data/318154/000031815422000010/0000318154-22-000010-index.htm
AMGN,0000318154,https://www.sec.gov/Archives/edgar/data/318154/000031815421000010/0000318154-21-000010-index.htm
AMGN,0000318154,https://www.sec.gov/Archives/edgar/data/318154/000031815420000019/0000318154-20-000019-index.htm
AMGN,0000318154,https://www.sec.gov/Archives/edgar/data/318154/000031815420000017/0000318154-20-000017-index.htm
AMGN,0000318154,https://www.sec.gov/Archives/edgar/data/318154/000031815419000008/0000318154-19-000008-index.htm
AMZN,0001018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/0001018724-24-000008-index.htm
AMZN,0001018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/0001018724-23-000004-index.htm
AMZN,0001018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/0001018724-22-000005-index.htm
AMZN,0001018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/0001018724-21-000004-index.htm
AMZN,0001018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/0001018724-20-000004-index.htm
AMZN,0001018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000004/0001018724-19-000004-index.htm
AVGO,0001730168,https://www.sec.gov/Archives/edgar/data/1730168/000173016823000096/0001730168-23-000096-index.htm
AVGO,0001730168,https://www.sec.gov/Archives/edgar/data/1730168/000173016822000118/0001730168-22-000118-index.htm
AVGO,0001730168,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000153/0001730168-21-000153-index.htm
