ticker,cik,url,urls
NVDA,0001045810,https:/www.sec.gov/Archives/edgar/data/1045810/0001045810-22-000036.txt,https:/www.sec.gov/Archives/edgar/data/1045810/0001045810-22-000036.txt
NVDA,0001045810,https:/www.sec.gov/Archives/edgar/data/1045810/0001045810-21-000010.txt,https:/www.sec.gov/Archives/edgar/data/1045810/0001045810-21-000010.txt
NVDA,0001045810,https:/www.sec.gov/Archives/edgar/data/1045810/0001045810-20-000010.txt,https:/www.sec.gov/Archives/edgar/data/1045810/0001045810-20-000010.txt
NVDA,0001045810,https:/www.sec.gov/Archives/edgar/data/1045810/0001045810-19-000023.txt,https:/www.sec.gov/Archives/edgar/data/1045810/0001045810-19-000023.txt
PGR,0000080661,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-24-000007.txt,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-24-000007.txt
PGR,0000080661,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-23-000006.txt,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-23-000006.txt
PGR,0000080661,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-22-000046.txt,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-22-000046.txt
PGR,0000080661,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-21-000014.txt,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-21-000014.txt
PGR,0000080661,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-20-000006.txt,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-20-000006.txt
PGR,0000080661,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-19-000008.txt,https:/www.sec.gov/Archives/edgar/data/80661/0000080661-19-000008.txt
RXT,0001810019,https:/www.sec.gov/Archives/edgar/data/1810019/0001810019-23-000034.txt,https:/www.sec.gov/Archives/edgar/data/1810019/0001810019-23-000034.txt
RXT,0001810019,https:/www.sec.gov/Archives/edgar/data/1810019/0001810019-22-000036.txt,https:/www.sec.gov/Archives/edgar/data/1810019/0001810019-22-000036.txt
RXT,0001810019,https:/www.sec.gov/Archives/edgar/data/1810019/0001810019-21-000038.txt,https:/www.sec.gov/Archives/edgar/data/1810019/0001810019-21-000038.txt
SNAP,0001564408,https:/www.sec.gov/Archives/edgar/data/1564408/0001564408-24-000019.txt,https:/www.sec.gov/Archives/edgar/data/1564408/0001564408-24-000019.txt
SNAP,0001564408,https:/www.sec.gov/Archives/edgar/data/1564408/0001564408-23-000013.txt,https:/www.sec.gov/Archives/edgar/data/1564408/0001564408-23-000013.txt
SNAP,0001564408,https:/www.sec.gov/Archives/edgar/data/1564408/0001564590-22-003868.txt,https:/www.sec.gov/Archives/edgar/data/1564408/0001564590-22-003868.txt
