date,ticker,company_name,prc,industry
2020-03-02,BA,BOEING CO,289.26999,Industrials
2023-10-10,BA,BOEING CO,193.53,Industrials
2020-03-11,BA,BOEING CO,189.08,Industrials
2020-03-16,BA,BOEING CO,129.61,Industrials
2022-03-31,BA,BOEING CO,191.5,Industrials
2020-03-23,BA,BOEING CO,105.62,Industrials
2023-10-05,BA,BOEING CO,186.28999,Industrials
2023-07-14,BA,BOEING CO,213.12,Industrials
2023-10-09,BA,BOEING CO,188.49001,Industrials
2020-03-25,BA,BOEING CO,158.73,Industrials
2020-03-27,BA,BOEING CO,162,Industrials
2020-03-30,BA,BOEING CO,152.28,Industrials
2022-05-23,BA,BOEING CO,124.07,Industrials
2023-09-21,BA,BOEING CO,199.95,Industrials
2023-09-22,BA,BOEING CO,197.71001,Industrials
2020-06-24,BA,BOEING CO,176.69,Industrials
2022-06-23,BA,BOEING CO,133.97,Industrials
2020-05-07,BA,BOEING CO,128.64999,Industrials
2021-05-26,BA,BOEING CO,241.37,Industrials
2020-05-08,BA,BOEING CO,133.44,Industrials
2020-05-13,BA,BOEING CO,121.5,Industrials
2023-09-29,BA,BOEING CO,191.67999,Industrials
2020-03-06,BA,BOEING CO,262.32999,Industrials
2023-10-04,BA,BOEING CO,186.73,Industrials
2020-06-04,BA,BOEING CO,184.3,Industrials
2020-06-18,BA,BOEING CO,192.28999,Industrials
2022-12-13,BA,BOEING CO,187.13,Industrials
2023-03-10,BA,BOEING CO,203.07001,Industrials
2022-03-30,BA,BOEING CO,194.91,Industrials
2020-06-26,BA,BOEING CO,170.00999,Industrials
2020-06-29,BA,BOEING CO,194.49001,Industrials
2023-03-13,BA,BOEING CO,203.37,Industrials
2023-11-22,BA,BOEING CO,219.91,Industrials
2019-09-24,BA,BOEING CO,381.64999,Industrials
2023-10-11,BA,BOEING CO,196.07001,Industrials
2020-07-06,BA,BOEING CO,187.91,Industrials
2023-10-12,BA,BOEING CO,191.3,Industrials
2020-08-03,BA,BOEING CO,162.27,Industrials
2020-08-11,BA,BOEING CO,180.13,Industrials
2023-10-19,BA,BOEING CO,182.78999,Industrials
2021-11-03,BA,BOEING CO,213.38,Industrials
2021-04-12,BA,BOEING CO,249.52,Industrials
2021-04-07,BA,BOEING CO,252.58,Industrials
2020-06-16,BA,BOEING CO,197.77,Industrials
2020-09-08,BA,BOEING CO,161.08,Industrials
2021-02-18,BA,BOEING CO,208.48,Industrials
2020-09-21,BA,BOEING CO,156.35001,Industrials
2020-09-24,BA,BOEING CO,146.05,Industrials
2021-12-22,BA,BOEING CO,201.69,Industrials
2023-11-02,BA,BOEING CO,192.00999,Industrials
2021-11-17,BA,BOEING CO,226.62,Industrials
2022-01-12,BA,BOEING CO,217.45,Industrials
2020-10-15,BA,BOEING CO,164.24001,Industrials
2020-10-16,BA,BOEING CO,167.35001,Industrials
2020-01-21,BA,BOEING CO,313.37,Industrials
2020-10-22,BA,BOEING CO,169.07001,Industrials
2020-10-26,BA,BOEING CO,160.83,Industrials
2020-11-04,BA,BOEING CO,151.63,Industrials
2020-11-05,BA,BOEING CO,157.09,Industrials
2022-03-25,BA,BOEING CO,188.95,Industrials
2023-03-28,BA,BOEING CO,204.96001,Industrials
2023-11-14,BA,BOEING CO,207.47,Industrials
2020-11-17,BA,BOEING CO,210.05,Industrials
2020-11-23,BA,BOEING CO,211.53,Industrials
2021-11-24,BA,BOEING CO,210.60001,Industrials
2020-11-25,BA,BOEING CO,217.61,Industrials
2020-12-03,BA,BOEING CO,237.2,Industrials
2021-11-08,BA,BOEING CO,222.67999,Industrials
2020-12-07,BA,BOEING CO,238.17,Industrials
2019-10-28,BA,BOEING CO,340.88,Industrials
2021-11-29,BA,BOEING CO,198.5,Industrials
2019-11-15,BA,BOEING CO,371.67999,Industrials
2019-12-13,BA,BOEING CO,341.67001,Industrials
2020-12-22,BA,BOEING CO,218.78,Industrials
2020-05-06,BA,BOEING CO,121.86,Industrials
2021-01-11,BA,BOEING CO,206.78999,Industrials
2023-08-29,BA,BOEING CO,227.25,Industrials
2021-01-29,BA,BOEING CO,194.19,Industrials
2021-06-03,BA,BOEING CO,250.32001,Industrials
2021-02-04,BA,BOEING CO,210.64,Industrials
2021-10-13,BA,BOEING CO,221.78,Industrials
2021-02-10,BA,BOEING CO,211.92,Industrials
2019-03-13,BA,BOEING CO,377.14001,Industrials
2020-02-26,BA,BOEING CO,305.59,Industrials
2023-04-04,BA,BOEING CO,213.89999,Industrials
2021-03-02,BA,BOEING CO,223.14,Industrials
2021-03-04,BA,BOEING CO,224.71001,Industrials
2022-12-12,BA,BOEING CO,186.27,Industrials
2021-03-05,BA,BOEING CO,223.22,Industrials
2022-12-07,BA,BOEING CO,176.5,Industrials
2021-03-15,BA,BOEING CO,265.63,Industrials
2021-03-01,BA,BOEING CO,224.39,Industrials
2023-12-07,BA,BOEING CO,237.33,Industrials
2020-11-10,BA,BOEING CO,188.69,Industrials
2019-06-28,BA,BOEING CO,364.01001,Industrials
2023-12-12,BA,BOEING CO,248.63,Industrials
2021-04-05,BA,BOEING CO,259.35999,Industrials
2022-11-10,BA,BOEING CO,177.58,Industrials
2021-04-08,BA,BOEING CO,254.95,Industrials
2020-12-15,BA,BOEING CO,229.5,Industrials
2023-12-15,BA,BOEING CO,264.26999,Industrials
2019-03-01,BA,BOEING CO,440.62,Industrials
2021-07-06,BA,BOEING CO,236.14,Industrials
2021-04-26,BA,BOEING CO,241.44,Industrials
2023-12-18,BA,BOEING CO,260.41,Industrials
2021-04-29,BA,BOEING CO,235.94,Industrials
2022-02-22,BA,BOEING CO,198.74001,Industrials
2021-08-02,BA,BOEING CO,225.34,Industrials
2023-12-21,BA,BOEING CO,262.01999,Industrials
2019-04-16,BA,BOEING CO,381.72,Industrials
2023-01-23,BA,BOEING CO,209.97,Industrials
2020-01-06,BA,BOEING CO,333.73999,Industrials
2021-05-14,BA,BOEING CO,228.47,Industrials
2021-05-28,BA,BOEING CO,247.02,Industrials
2021-06-02,BA,BOEING CO,255.62,Industrials
2021-02-01,BA,BOEING CO,195.84,Industrials
2023-04-24,BA,BOEING CO,205.77,Industrials
2023-04-21,BA,BOEING CO,205.14999,Industrials
2023-10-17,BA,BOEING CO,185.60001,Industrials
2021-07-30,BA,BOEING CO,226.48,Industrials
2021-06-10,BA,BOEING CO,248.34,Industrials
2021-02-25,BA,BOEING CO,216.45,Industrials
2023-04-27,BA,BOEING CO,206.03999,Industrials
2019-05-20,BA,BOEING CO,352.79001,Industrials
2020-04-09,BA,BOEING CO,151.84,Industrials
2021-07-09,BA,BOEING CO,239.59,Industrials
2021-07-13,BA,BOEING CO,228.2,Industrials
2021-07-15,BA,BOEING CO,222.75999,Industrials
2021-07-19,BA,BOEING CO,206.99001,Industrials
2021-07-20,BA,BOEING CO,217.14999,Industrials
2020-01-09,BA,BOEING CO,336.34,Industrials
2021-08-03,BA,BOEING CO,229.09,Industrials
2022-06-28,BA,BOEING CO,138.7,Industrials
2021-08-04,BA,BOEING CO,226.63,Industrials
2021-08-17,BA,BOEING CO,222.22,Industrials
2020-04-28,BA,BOEING CO,131.3,Industrials
2020-09-18,BA,BOEING CO,161.14,Industrials
2021-12-27,BA,BOEING CO,203.17,Industrials
2021-08-20,BA,BOEING CO,212.67,Industrials
2021-08-24,BA,BOEING CO,221.42999,Industrials
2022-09-27,BA,BOEING CO,127.51,Industrials
2022-06-01,BA,BOEING CO,130.64999,Industrials
2022-04-18,BA,BOEING CO,179.85001,Industrials
2019-08-29,BA,BOEING CO,362.73999,Industrials
2023-05-05,BA,BOEING CO,198.34,Industrials
2021-09-07,BA,BOEING CO,214.24001,Industrials
2022-10-03,BA,BOEING CO,126.05,Industrials
2023-06-06,BA,BOEING CO,207.28999,Industrials
2021-09-20,BA,BOEING CO,209.5,Industrials
2023-08-14,BA,BOEING CO,236.71001,Industrials
2021-10-01,BA,BOEING CO,226,Industrials
2021-05-05,BA,BOEING CO,228.17999,Industrials
2021-02-09,BA,BOEING CO,215.12,Industrials
2021-10-15,BA,BOEING CO,217.03999,Industrials
2021-10-28,BA,BOEING CO,207.85001,Industrials
2021-11-10,BA,BOEING CO,218.5,Industrials
2021-11-12,BA,BOEING CO,220.96001,Industrials
2023-05-15,BA,BOEING CO,202.77,Industrials
2023-12-14,BA,BOEING CO,256.23999,Industrials
2020-08-18,BA,BOEING CO,170.23,Industrials
2019-10-24,BA,BOEING CO,344.54999,Industrials
2021-12-01,BA,BOEING CO,188.19,Industrials
2019-06-27,BA,BOEING CO,364.01999,Industrials
2022-11-03,BA,BOEING CO,156.75,Industrials
2021-12-06,BA,BOEING CO,205.88,Industrials
2022-07-06,BA,BOEING CO,136.31,Industrials
2021-12-15,BA,BOEING CO,195.42999,Industrials
2021-12-16,BA,BOEING CO,190.78999,Industrials
2021-09-03,BA,BOEING CO,218.17,Industrials
2021-11-22,BA,BOEING CO,209.89999,Industrials
2022-01-05,BA,BOEING CO,213.07001,Industrials
2022-01-06,BA,BOEING CO,211.34,Industrials
2023-05-25,BA,BOEING CO,200.87,Industrials
2022-01-21,BA,BOEING CO,205.44,Industrials
2019-03-14,BA,BOEING CO,373.29999,Industrials
2022-01-25,BA,BOEING CO,204.10001,Industrials
2022-02-08,BA,BOEING CO,213.27,Industrials
2022-02-10,BA,BOEING CO,218.75,Industrials
2022-02-14,BA,BOEING CO,210.03999,Industrials
2022-02-15,BA,BOEING CO,217.73,Industrials
2019-11-26,BA,BOEING CO,373.51001,Industrials
2022-02-23,BA,BOEING CO,196.42,Industrials
2020-09-17,BA,BOEING CO,167.53,Industrials
2022-02-25,BA,BOEING CO,201.48,Industrials
2023-06-02,BA,BOEING CO,213.32001,Industrials
2020-08-20,BA,BOEING CO,169.58,Industrials
2022-03-10,BA,BOEING CO,178.39,Industrials
2021-06-01,BA,BOEING CO,254.73,Industrials
2020-08-04,BA,BOEING CO,165.07001,Industrials
2023-06-08,BA,BOEING CO,218.11,Industrials
2022-03-17,BA,BOEING CO,190.19,Industrials
2022-03-21,BA,BOEING CO,185.89999,Industrials
2022-07-21,BA,BOEING CO,161.41,Industrials
2022-12-30,BA,BOEING CO,190.49001,Industrials
2022-04-04,BA,BOEING CO,191.17999,Industrials
2022-04-06,BA,BOEING CO,178.72,Industrials
2022-08-02,BA,BOEING CO,163.28,Industrials
2021-12-07,BA,BOEING CO,208.83,Industrials
2023-03-29,BA,BOEING CO,207.97,Industrials
2019-10-31,BA,BOEING CO,339.91,Industrials
2022-04-26,BA,BOEING CO,167.03999,Industrials
2023-06-14,BA,BOEING CO,216.89999,Industrials
2020-02-19,BA,BOEING CO,338.29999,Industrials
2023-02-03,BA,BOEING CO,206.00999,Industrials
2023-06-27,BA,BOEING CO,209.42999,Industrials
2023-08-10,BA,BOEING CO,238.25999,Industrials
2022-05-13,BA,BOEING CO,127.2,Industrials
2022-05-16,BA,BOEING CO,124.05,Industrials
2023-08-17,BA,BOEING CO,224.53999,Industrials
2023-09-12,BA,BOEING CO,210.64999,Industrials
2022-02-03,BA,BOEING CO,206.39,Industrials
2020-12-08,BA,BOEING CO,236.57001,Industrials
2020-07-13,BA,BOEING CO,175.64999,Industrials
2022-11-21,BA,BOEING CO,172.94,Industrials
2019-01-22,BA,BOEING CO,357.89999,Industrials
2020-01-27,BA,BOEING CO,316.60001,Industrials
2022-04-28,BA,BOEING CO,154.22,Industrials
2019-11-11,BA,BOEING CO,366.95999,Industrials
2020-03-05,BA,BOEING CO,260.37,Industrials
2023-07-19,BA,BOEING CO,208.60001,Industrials
2021-10-07,BA,BOEING CO,226.48,Industrials
2019-03-06,BA,BOEING CO,424.45999,Industrials
2022-08-31,BA,BOEING CO,160.25,Industrials
2023-06-15,BA,BOEING CO,219.41,Industrials
2020-09-15,BA,BOEING CO,163.49001,Industrials
2023-03-01,BA,BOEING CO,204.55,Industrials
2022-04-25,BA,BOEING CO,175.91,Industrials
2021-06-08,BA,BOEING CO,252.75999,Industrials
2021-11-11,BA,BOEING CO,219.38,Industrials
2022-05-03,BA,BOEING CO,153.58,Industrials
2021-06-18,BA,BOEING CO,237.35001,Industrials
2019-12-11,BA,BOEING CO,350,Industrials
2023-01-09,BA,BOEING CO,208.57001,Industrials
2020-10-14,BA,BOEING CO,163.24001,Industrials
2021-10-14,BA,BOEING CO,217.44,Industrials
2021-05-11,BA,BOEING CO,228.88,Industrials
2023-01-26,BA,BOEING CO,212.73,Industrials
2019-10-17,BA,BOEING CO,369.06,Industrials
2019-11-06,BA,BOEING CO,354.19,Industrials
2021-01-04,BA,BOEING CO,202.72,Industrials
2021-04-16,BA,BOEING CO,248.17999,Industrials
2022-06-22,BA,BOEING CO,137.16,Industrials
2022-07-26,BA,BOEING CO,155.92,Industrials
2023-07-24,BA,BOEING CO,215.87,Industrials
2022-03-04,BA,BOEING CO,180.84,Industrials
2020-08-27,BA,BOEING CO,174.2,Industrials
2022-02-02,BA,BOEING CO,207.52,Industrials
2021-05-25,BA,BOEING CO,240.74001,Industrials
2023-03-03,BA,BOEING CO,215.11,Industrials
2019-03-11,BA,BOEING CO,400.01001,Industrials
2019-05-22,BA,BOEING CO,352.78,Industrials
2020-06-10,BA,BOEING CO,203.41,Industrials
2020-11-02,BA,BOEING CO,148.60001,Industrials
2022-02-18,BA,BOEING CO,209.03,Industrials
2020-12-04,BA,BOEING CO,232.71001,Industrials
2023-07-31,BA,BOEING CO,238.85001,Industrials
2021-03-16,BA,BOEING CO,255.21001,Industrials
2022-09-08,BA,BOEING CO,157.78999,Industrials
2021-03-23,BA,BOEING CO,241.25,Industrials
2021-06-22,BA,BOEING CO,243.78,Industrials
2019-01-18,BA,BOEING CO,364.73001,Industrials
2020-08-06,BA,BOEING CO,172.2,Industrials
2019-06-13,BA,BOEING CO,348.85999,Industrials
2019-02-15,BA,BOEING CO,417.97,Industrials
2023-07-11,BA,BOEING CO,218.75999,Industrials
2019-08-28,BA,BOEING CO,359.97,Industrials
2020-03-26,BA,BOEING CO,180.55,Industrials
2019-07-30,BA,BOEING CO,347.45999,Industrials
2020-05-14,BA,BOEING CO,122.52,Industrials
2019-04-04,BA,BOEING CO,395.85999,Industrials
2023-04-20,BA,BOEING CO,207.23,Industrials
2020-10-23,BA,BOEING CO,167.36,Industrials
2021-03-17,BA,BOEING CO,263.59,Industrials
2020-05-05,BA,BOEING CO,125.4,Industrials
2023-08-21,BA,BOEING CO,227.22,Industrials
2023-06-16,BA,BOEING CO,219.99001,Industrials
2022-05-27,BA,BOEING CO,132.23,Industrials
2019-03-19,BA,BOEING CO,373.42999,Industrials
2022-06-10,BA,BOEING CO,127,Industrials
2019-08-20,BA,BOEING CO,331.75,Industrials
2020-02-14,BA,BOEING CO,340.48999,Industrials
2019-05-07,BA,BOEING CO,357.23001,Industrials
2020-04-07,BA,BOEING CO,141.58,Industrials
2019-05-10,BA,BOEING CO,354.67001,Industrials
2023-12-28,BA,BOEING CO,260.35001,Industrials
2021-10-26,BA,BOEING CO,209.81,Industrials
2022-03-11,BA,BOEING CO,176.23,Industrials
2021-10-05,BA,BOEING CO,224.42,Industrials
2022-02-04,BA,BOEING CO,206.45,Industrials
2019-06-12,BA,BOEING CO,347.03,Industrials
2020-12-30,BA,BOEING CO,216.67,Industrials
2023-08-30,BA,BOEING CO,228.85001,Industrials
2020-06-19,BA,BOEING CO,187.02,Industrials
2020-04-27,BA,BOEING CO,128.67999,Industrials
2022-10-11,BA,BOEING CO,131.57001,Industrials
2019-09-25,BA,BOEING CO,386.20001,Industrials
2022-07-22,BA,BOEING CO,158.16,Industrials
2019-04-30,BA,BOEING CO,377.69,Industrials
2019-03-05,BA,BOEING CO,430.12,Industrials
2021-08-09,BA,BOEING CO,232.27,Industrials
2022-12-27,BA,BOEING CO,189.39999,Industrials
2022-03-08,BA,BOEING CO,173.8,Industrials
2020-01-13,BA,BOEING CO,330.22,Industrials
2023-08-08,BA,BOEING CO,238.03999,Industrials
2021-06-16,BA,BOEING CO,242.27,Industrials
2023-06-12,BA,BOEING CO,221.56,Industrials
2020-08-12,BA,BOEING CO,175.44,Industrials
2020-12-11,BA,BOEING CO,230.33,Industrials
2023-03-06,BA,BOEING CO,211.92,Industrials
2022-12-16,BA,BOEING CO,184.7,Industrials
2019-07-24,BA,BOEING CO,361.42999,Industrials
2019-08-05,BA,BOEING CO,331.06,Industrials
2020-09-02,BA,BOEING CO,174.78,Industrials
2020-06-15,BA,BOEING CO,190.94,Industrials
2023-07-27,BA,BOEING CO,233.75,Industrials
2023-08-16,BA,BOEING CO,229.95,Industrials
2022-11-29,BA,BOEING CO,175.32001,Industrials
2023-05-26,BA,BOEING CO,203.63,Industrials
2020-06-12,BA,BOEING CO,189.50999,Industrials
2022-03-03,BA,BOEING CO,188.85001,Industrials
2022-04-19,BA,BOEING CO,185.98,Industrials
2020-03-20,BA,BOEING CO,95.010002,Industrials
2021-12-08,BA,BOEING CO,211.03,Industrials
2022-11-04,BA,BOEING CO,160.00999,Industrials
2020-05-18,BA,BOEING CO,135.44,Industrials
2020-08-26,BA,BOEING CO,171.89999,Industrials
2019-05-03,BA,BOEING CO,376.45999,Industrials
2019-07-15,BA,BOEING CO,361.60999,Industrials
2019-12-19,BA,BOEING CO,333.5,Industrials
2023-04-05,BA,BOEING CO,210,Industrials
2023-02-01,BA,BOEING CO,214.75,Industrials
2019-08-15,BA,BOEING CO,328,Industrials
2020-09-29,BA,BOEING CO,163.60001,Industrials
2019-11-20,BA,BOEING CO,370.91,Industrials
2022-10-19,BA,BOEING CO,138.39,Industrials
2022-08-03,BA,BOEING CO,166.64,Industrials
2023-02-14,BA,BOEING CO,218.45,Industrials
2019-01-09,BA,BOEING CO,343.82999,Industrials
2022-09-21,BA,BOEING CO,143.28999,Industrials
2022-10-26,BA,BOEING CO,133.78999,Industrials
2019-09-13,BA,BOEING CO,379.76001,Industrials
2023-07-10,BA,BOEING CO,213.31,Industrials
2019-03-28,BA,BOEING CO,374.44,Industrials
2022-08-30,BA,BOEING CO,162.21001,Industrials
2019-02-04,BA,BOEING CO,397,Industrials
2021-08-23,BA,BOEING CO,219.39999,Industrials
2020-10-28,BA,BOEING CO,148.14,Industrials
2023-11-20,BA,BOEING CO,217.71001,Industrials
2023-02-06,BA,BOEING CO,206.81,Industrials
2021-12-17,BA,BOEING CO,192.63,Industrials
2019-02-01,BA,BOEING CO,387.42999,Industrials
2021-09-01,BA,BOEING CO,218.12,Industrials
2020-12-14,BA,BOEING CO,228.62,Industrials
2020-01-03,BA,BOEING CO,332.76001,Industrials
2019-03-18,BA,BOEING CO,372.28,Industrials
2021-12-31,BA,BOEING CO,201.32001,Industrials
2023-04-06,BA,BOEING CO,211.37,Industrials
2019-05-02,BA,BOEING CO,375.79999,Industrials
2020-02-12,BA,BOEING CO,347.45001,Industrials
2022-04-01,BA,BOEING CO,190.75999,Industrials
2019-03-21,BA,BOEING CO,372.70001,Industrials
2022-06-30,BA,BOEING CO,136.72,Industrials
2022-03-18,BA,BOEING CO,192.83,Industrials
2023-01-27,BA,BOEING CO,211.17,Industrials
2022-08-17,BA,BOEING CO,167.2,Industrials
2020-07-10,BA,BOEING CO,178.44,Industrials
2023-03-22,BA,BOEING CO,196.16,Industrials
2022-10-06,BA,BOEING CO,132.2,Industrials
2019-03-15,BA,BOEING CO,378.98999,Industrials
2023-05-01,BA,BOEING CO,203.87,Industrials
2023-12-08,BA,BOEING CO,244.7,Industrials
2022-05-06,BA,BOEING CO,148.89999,Industrials
2023-01-24,BA,BOEING CO,211.98,Industrials
2023-02-24,BA,BOEING CO,198.14999,Industrials
2019-02-11,BA,BOEING CO,403.95001,Industrials
2019-07-01,BA,BOEING CO,356.45999,Industrials
2022-10-17,BA,BOEING CO,136.09,Industrials
2023-06-01,BA,BOEING CO,207.96001,Industrials
2020-07-24,BA,BOEING CO,173.75999,Industrials
2019-09-03,BA,BOEING CO,354.42001,Industrials
2020-06-17,BA,BOEING CO,192.53999,Industrials
2021-07-26,BA,BOEING CO,225.85001,Industrials
2021-07-08,BA,BOEING CO,236.77,Industrials
2023-05-19,BA,BOEING CO,205.49001,Industrials
2020-11-06,BA,BOEING CO,157.74001,Industrials
2022-03-29,BA,BOEING CO,193.8,Industrials
2020-02-13,BA,BOEING CO,342.82001,Industrials
2020-04-20,BA,BOEING CO,143.61,Industrials
2021-03-18,BA,BOEING CO,256.06,Industrials
2019-08-13,BA,BOEING CO,332.85999,Industrials
2022-10-14,BA,BOEING CO,133.14999,Industrials
2021-04-06,BA,BOEING CO,255.17,Industrials
2019-03-27,BA,BOEING CO,374.20999,Industrials
2023-07-03,BA,BOEING CO,210.92,Industrials
2020-07-09,BA,BOEING CO,173.28,Industrials
2022-04-27,BA,BOEING CO,154.46001,Industrials
2019-10-09,BA,BOEING CO,374.95999,Industrials
2022-07-11,BA,BOEING CO,136.99001,Industrials
2020-08-24,BA,BOEING CO,178.27,Industrials
2020-04-06,BA,BOEING CO,148.77,Industrials
2021-07-27,BA,BOEING CO,222.27,Industrials
2019-09-26,BA,BOEING CO,386.89001,Industrials
2020-10-06,BA,BOEING CO,159.53999,Industrials
2021-06-28,BA,BOEING CO,239.96001,Industrials
2021-05-12,BA,BOEING CO,220.78,Industrials
2019-04-17,BA,BOEING CO,377.51999,Industrials
2023-09-18,BA,BOEING CO,205.12,Industrials
2019-09-05,BA,BOEING CO,360.29999,Industrials
2019-07-26,BA,BOEING CO,345,Industrials
2019-08-30,BA,BOEING CO,364.09,Industrials
2022-05-18,BA,BOEING CO,125.52,Industrials
2021-09-21,BA,BOEING CO,208.50999,Industrials
2020-02-18,BA,BOEING CO,338.88,Industrials
2020-05-21,BA,BOEING CO,139,Industrials
2019-10-30,BA,BOEING CO,346.06,Industrials
2020-06-02,BA,BOEING CO,153.31,Industrials
2019-01-29,BA,BOEING CO,364.91,Industrials
2019-01-11,BA,BOEING CO,352.89999,Industrials
2020-10-08,BA,BOEING CO,168,Industrials
2023-07-20,BA,BOEING CO,213.61,Industrials
2022-06-02,BA,BOEING CO,140.5,Industrials
2021-01-15,BA,BOEING CO,204.32001,Industrials
2019-07-19,BA,BOEING CO,377.35999,Industrials
2020-07-23,BA,BOEING CO,176.45,Industrials
2023-06-05,BA,BOEING CO,208.78,Industrials
2020-08-21,BA,BOEING CO,167.5,Industrials
2021-01-05,BA,BOEING CO,211.63,Industrials
2020-07-07,BA,BOEING CO,178.88,Industrials
2022-11-28,BA,BOEING CO,171.83,Industrials
2021-10-25,BA,BOEING CO,212.87,Industrials
2019-04-09,BA,BOEING CO,369.04001,Industrials
2020-11-12,BA,BOEING CO,176.72,Industrials
2022-10-27,BA,BOEING CO,139.75999,Industrials
2022-08-25,BA,BOEING CO,169.38,Industrials
2022-07-20,BA,BOEING CO,158.38,Industrials
2020-09-22,BA,BOEING CO,156.8,Industrials
2019-10-29,BA,BOEING CO,348.92999,Industrials
2020-05-27,BA,BOEING CO,149.52,Industrials
2023-04-17,BA,BOEING CO,205.03,Industrials
2019-07-18,BA,BOEING CO,361.10999,Industrials
2022-12-01,BA,BOEING CO,175.78,Industrials
2023-07-13,BA,BOEING CO,216.85001,Industrials
2023-01-19,BA,BOEING CO,207.09,Industrials
2021-08-06,BA,BOEING CO,231.33,Industrials
2022-02-28,BA,BOEING CO,205.34,Industrials
2020-07-21,BA,BOEING CO,178.63,Industrials
2021-02-22,BA,BOEING CO,212.88,Industrials
2021-01-21,BA,BOEING CO,207.41,Industrials
2019-10-18,BA,BOEING CO,344,Industrials
2022-06-14,BA,BOEING CO,122.16,Industrials
2023-06-22,BA,BOEING CO,205.61,Industrials
2020-07-22,BA,BOEING CO,179.78999,Industrials
2023-11-28,BA,BOEING CO,222.37,Industrials
2019-12-27,BA,BOEING CO,330.14001,Industrials
2019-01-17,BA,BOEING CO,359.09,Industrials
2022-10-13,BA,BOEING CO,132.39999,Industrials
2022-07-27,BA,BOEING CO,156.09,Industrials
2020-04-01,BA,BOEING CO,130.7,Industrials
2021-09-28,BA,BOEING CO,218.41,Industrials
2023-11-29,BA,BOEING CO,224.42999,Industrials
2023-08-07,BA,BOEING CO,238.25,Industrials
2021-08-19,BA,BOEING CO,212.16,Industrials
2020-03-10,BA,BOEING CO,231.00999,Industrials
2019-04-15,BA,BOEING CO,375.45999,Industrials
2020-07-14,BA,BOEING CO,179.96001,Industrials
2021-12-13,BA,BOEING CO,197.39999,Industrials
2020-08-05,BA,BOEING CO,174.28,Industrials
2019-10-22,BA,BOEING CO,337,Industrials
2019-06-20,BA,BOEING CO,374.88,Industrials
2023-06-07,BA,BOEING CO,211.92999,Industrials
2022-11-14,BA,BOEING CO,173.55,Industrials
2019-11-27,BA,BOEING CO,368,Industrials
2022-09-07,BA,BOEING CO,155.95,Industrials
2020-11-27,BA,BOEING CO,216.5,Industrials
2023-08-22,BA,BOEING CO,230.07001,Industrials
2019-01-15,BA,BOEING CO,352.23999,Industrials
2023-10-13,BA,BOEING CO,184.91,Industrials
2023-08-01,BA,BOEING CO,238.00999,Industrials
2021-01-12,BA,BOEING CO,208.41,Industrials
2021-07-22,BA,BOEING CO,220.87,Industrials
2021-05-20,BA,BOEING CO,227.64999,Industrials
2022-01-14,BA,BOEING CO,225.96001,Industrials
2019-08-16,BA,BOEING CO,330.45001,Industrials
2022-01-07,BA,BOEING CO,215.5,Industrials
2022-03-09,BA,BOEING CO,178.56,Industrials
2019-09-09,BA,BOEING CO,358.78,Industrials
2021-01-20,BA,BOEING CO,211.45,Industrials
2019-08-02,BA,BOEING CO,339.56,Industrials
2021-07-14,BA,BOEING CO,224.45,Industrials
2021-12-10,BA,BOEING CO,205.06,Industrials
2021-03-09,BA,BOEING CO,230.61,Industrials
2022-08-18,BA,BOEING CO,168.69,Industrials
2023-03-30,BA,BOEING CO,211.03999,Industrials
2021-09-16,BA,BOEING CO,213.36,Industrials
2023-09-15,BA,BOEING CO,208.11,Industrials
2020-07-29,BA,BOEING CO,166.00999,Industrials
2022-10-24,BA,BOEING CO,142.05,Industrials
2023-11-09,BA,BOEING CO,193.33,Industrials
2022-04-13,BA,BOEING CO,182.87,Industrials
2019-07-05,BA,BOEING CO,355.85999,Industrials
2023-01-13,BA,BOEING CO,214.13,Industrials
2020-02-06,BA,BOEING CO,341.42999,Industrials
2020-02-11,BA,BOEING CO,344.42001,Industrials
2019-06-21,BA,BOEING CO,371.84,Industrials
2020-04-24,BA,BOEING CO,128.98,Industrials
2021-08-11,BA,BOEING CO,239.49001,Industrials
2020-06-03,BA,BOEING CO,173.16,Industrials
2020-07-28,BA,BOEING CO,170.84,Industrials
2020-01-30,BA,BOEING CO,323.29999,Industrials
2020-10-12,BA,BOEING CO,167.35001,Industrials
2022-07-08,BA,BOEING CO,139.07001,Industrials
2021-11-05,BA,BOEING CO,224.46001,Industrials
2019-06-19,BA,BOEING CO,368.56,Industrials
2022-01-28,BA,BOEING CO,190.57001,Industrials
2023-02-09,BA,BOEING CO,211.99001,Industrials
2020-05-28,BA,BOEING CO,149.82001,Industrials
2022-02-16,BA,BOEING CO,218.92999,Industrials
2023-05-02,BA,BOEING CO,203.25,Industrials
2023-09-05,BA,BOEING CO,222.57001,Industrials
2023-11-17,BA,BOEING CO,208.03999,Industrials
2023-09-14,BA,BOEING CO,209.05,Industrials
2022-03-02,BA,BOEING CO,197.81,Industrials
2023-09-06,BA,BOEING CO,217.95,Industrials
2022-12-20,BA,BOEING CO,188.28999,Industrials
2023-11-06,BA,BOEING CO,192.95,Industrials
2023-01-20,BA,BOEING CO,206.75999,Industrials
2023-02-22,BA,BOEING CO,205.75999,Industrials
2019-12-12,BA,BOEING CO,346.29001,Industrials
2021-07-23,BA,BOEING CO,221.52,Industrials
2021-05-19,BA,BOEING CO,224.42,Industrials
