date,ticker,company_name,prc,industry
2020-09-14,JPM,JPMORGAN CHASE & CO,102.47,Financials
2023-01-04,JPM,JPMORGAN CHASE & CO,136.38,Financials
2022-12-28,JPM,JPMORGAN CHASE & CO,132.46001,Financials
2021-04-15,JPM,JPMORGAN CHASE & CO,152.17,Financials
2021-02-22,JPM,JPMORGAN CHASE & CO,149.41,Financials
2022-02-04,JPM,JPMORGAN CHASE & CO,152.56,Financials
2021-11-18,JPM,JPMORGAN CHASE & CO,163.05,Financials
2023-12-19,JPM,JPMORGAN CHASE & CO,168.45,Financials
2022-12-22,JPM,JPMORGAN CHASE & CO,130.66,Financials
2022-08-12,JPM,JPMORGAN CHASE & CO,122.13,Financials
2020-10-19,JPM,JPMORGAN CHASE & CO,99.800003,Financials
2019-02-06,JPM,JPMORGAN CHASE & CO,103.74,Financials
2021-05-27,JPM,JPMORGAN CHASE & CO,164.35001,Financials
2022-12-07,JPM,JPMORGAN CHASE & CO,131.5,Financials
2023-03-28,JPM,JPMORGAN CHASE & CO,128.88,Financials
2022-08-04,JPM,JPMORGAN CHASE & CO,112.36,Financials
2021-01-28,JPM,JPMORGAN CHASE & CO,130.11,Financials
2022-05-06,JPM,JPMORGAN CHASE & CO,123.72,Financials
2021-05-26,JPM,JPMORGAN CHASE & CO,161.83,Financials
2020-07-30,JPM,JPMORGAN CHASE & CO,97.019997,Financials
2021-08-30,JPM,JPMORGAN CHASE & CO,160.44,Financials
2020-11-13,JPM,JPMORGAN CHASE & CO,114.08,Financials
2021-08-24,JPM,JPMORGAN CHASE & CO,157.67,Financials
2020-10-21,JPM,JPMORGAN CHASE & CO,99.370003,Financials
2020-10-23,JPM,JPMORGAN CHASE & CO,103.81,Financials
2019-05-30,JPM,JPMORGAN CHASE & CO,107.06,Financials
2022-10-10,JPM,JPMORGAN CHASE & CO,104.99,Financials
2023-02-02,JPM,JPMORGAN CHASE & CO,138.94,Financials
2019-03-27,JPM,JPMORGAN CHASE & CO,99.580002,Financials
2020-01-02,JPM,JPMORGAN CHASE & CO,141.09,Financials
2021-08-23,JPM,JPMORGAN CHASE & CO,156.7,Financials
2021-07-08,JPM,JPMORGAN CHASE & CO,150.94,Financials
2020-06-24,JPM,JPMORGAN CHASE & CO,94.660004,Financials
2019-05-23,JPM,JPMORGAN CHASE & CO,108.64,Financials
2021-08-20,JPM,JPMORGAN CHASE & CO,154.72,Financials
2020-12-21,JPM,JPMORGAN CHASE & CO,123.55,Financials
2020-10-28,JPM,JPMORGAN CHASE & CO,96.540001,Financials
2020-09-18,JPM,JPMORGAN CHASE & CO,98.349998,Financials
2021-02-11,JPM,JPMORGAN CHASE & CO,139.27,Financials
2020-11-02,JPM,JPMORGAN CHASE & CO,100.25,Financials
2022-03-15,JPM,JPMORGAN CHASE & CO,132.48,Financials
2023-01-24,JPM,JPMORGAN CHASE & CO,138.45,Financials
2021-08-16,JPM,JPMORGAN CHASE & CO,158.92999,Financials
2021-08-11,JPM,JPMORGAN CHASE & CO,161.16,Financials
2021-08-03,JPM,JPMORGAN CHASE & CO,152.89,Financials
2020-02-07,JPM,JPMORGAN CHASE & CO,137.17,Financials
2023-10-03,JPM,JPMORGAN CHASE & CO,142.71001,Financials
2020-01-17,JPM,JPMORGAN CHASE & CO,138.2,Financials
2023-09-12,JPM,JPMORGAN CHASE & CO,146.34,Financials
2021-02-04,JPM,JPMORGAN CHASE & CO,138.25,Financials
2020-01-22,JPM,JPMORGAN CHASE & CO,136.67999,Financials
2020-01-24,JPM,JPMORGAN CHASE & CO,133.14999,Financials
2019-06-28,JPM,JPMORGAN CHASE & CO,111.8,Financials
2023-06-08,JPM,JPMORGAN CHASE & CO,140.73,Financials
2020-10-12,JPM,JPMORGAN CHASE & CO,102.44,Financials
2023-05-16,JPM,JPMORGAN CHASE & CO,134.32001,Financials
2022-04-18,JPM,JPMORGAN CHASE & CO,128.46001,Financials
2021-02-02,JPM,JPMORGAN CHASE & CO,133.61,Financials
2019-06-18,JPM,JPMORGAN CHASE & CO,110.71,Financials
2020-11-16,JPM,JPMORGAN CHASE & CO,117.3,Financials
2023-02-10,JPM,JPMORGAN CHASE & CO,141.03999,Financials
2020-11-20,JPM,JPMORGAN CHASE & CO,114.57,Financials
2019-08-06,JPM,JPMORGAN CHASE & CO,110.43,Financials
2023-06-07,JPM,JPMORGAN CHASE & CO,140.69,Financials
2019-06-14,JPM,JPMORGAN CHASE & CO,109.82,Financials
2019-09-17,JPM,JPMORGAN CHASE & CO,118.57,Financials
2019-06-13,JPM,JPMORGAN CHASE & CO,109.54,Financials
2019-08-13,JPM,JPMORGAN CHASE & CO,109.34,Financials
2020-03-12,JPM,JPMORGAN CHASE & CO,88.050003,Financials
2019-05-01,JPM,JPMORGAN CHASE & CO,115.16,Financials
2020-01-07,JPM,JPMORGAN CHASE & CO,135.88,Financials
2019-03-05,JPM,JPMORGAN CHASE & CO,104.11,Financials
2019-05-17,JPM,JPMORGAN CHASE & CO,110.77,Financials
2019-05-08,JPM,JPMORGAN CHASE & CO,112.61,Financials
2023-02-27,JPM,JPMORGAN CHASE & CO,142.16,Financials
2019-06-06,JPM,JPMORGAN CHASE & CO,110.37,Financials
2023-01-11,JPM,JPMORGAN CHASE & CO,139.63,Financials
2023-09-06,JPM,JPMORGAN CHASE & CO,144.96001,Financials
2022-12-05,JPM,JPMORGAN CHASE & CO,131.37,Financials
2022-11-28,JPM,JPMORGAN CHASE & CO,134.35001,Financials
2020-11-18,JPM,JPMORGAN CHASE & CO,115.25,Financials
2021-11-10,JPM,JPMORGAN CHASE & CO,167.62,Financials
2022-01-20,JPM,JPMORGAN CHASE & CO,147.66,Financials
2021-04-29,JPM,JPMORGAN CHASE & CO,155.19,Financials
2019-08-02,JPM,JPMORGAN CHASE & CO,112.93,Financials
2020-01-13,JPM,JPMORGAN CHASE & CO,137.2,Financials
2022-11-17,JPM,JPMORGAN CHASE & CO,132.53999,Financials
2019-05-07,JPM,JPMORGAN CHASE & CO,113.21,Financials
2020-05-12,JPM,JPMORGAN CHASE & CO,87.029999,Financials
2019-02-04,JPM,JPMORGAN CHASE & CO,104.25,Financials
2023-01-09,JPM,JPMORGAN CHASE & CO,137.37,Financials
2022-03-04,JPM,JPMORGAN CHASE & CO,134.39999,Financials
2023-08-10,JPM,JPMORGAN CHASE & CO,153.56,Financials
2021-07-21,JPM,JPMORGAN CHASE & CO,152.86,Financials
2020-12-29,JPM,JPMORGAN CHASE & CO,125.01,Financials
2020-06-30,JPM,JPMORGAN CHASE & CO,94.059998,Financials
2019-01-28,JPM,JPMORGAN CHASE & CO,103.88,Financials
2022-09-20,JPM,JPMORGAN CHASE & CO,115.83,Financials
2023-07-26,JPM,JPMORGAN CHASE & CO,157.75999,Financials
2022-11-15,JPM,JPMORGAN CHASE & CO,132.94,Financials
2020-06-16,JPM,JPMORGAN CHASE & CO,102.06,Financials
2019-04-16,JPM,JPMORGAN CHASE & CO,111.1,Financials
2021-12-01,JPM,JPMORGAN CHASE & CO,157.89,Financials
2021-09-14,JPM,JPMORGAN CHASE & CO,157.07001,Financials
2022-11-14,JPM,JPMORGAN CHASE & CO,133.91,Financials
2020-05-07,JPM,JPMORGAN CHASE & CO,91.209999,Financials
2021-05-14,JPM,JPMORGAN CHASE & CO,164.00999,Financials
2023-06-20,JPM,JPMORGAN CHASE & CO,142.53,Financials
2023-08-18,JPM,JPMORGAN CHASE & CO,148.97,Financials
2023-11-14,JPM,JPMORGAN CHASE & CO,148.44,Financials
2023-09-13,JPM,JPMORGAN CHASE & CO,146.41,Financials
2023-07-07,JPM,JPMORGAN CHASE & CO,144.34,Financials
2019-04-02,JPM,JPMORGAN CHASE & CO,105.14,Financials
2019-10-04,JPM,JPMORGAN CHASE & CO,114.62,Financials
2019-03-18,JPM,JPMORGAN CHASE & CO,107.19,Financials
2020-02-03,JPM,JPMORGAN CHASE & CO,133.37,Financials
2019-03-29,JPM,JPMORGAN CHASE & CO,101.23,Financials
2022-09-01,JPM,JPMORGAN CHASE & CO,114.51,Financials
2022-06-17,JPM,JPMORGAN CHASE & CO,113.03,Financials
2020-02-05,JPM,JPMORGAN CHASE & CO,137.59,Financials
2023-12-08,JPM,JPMORGAN CHASE & CO,158.52,Financials
2019-03-19,JPM,JPMORGAN CHASE & CO,106.8,Financials
2023-03-06,JPM,JPMORGAN CHASE & CO,142.82001,Financials
2019-01-23,JPM,JPMORGAN CHASE & CO,102.68,Financials
2019-06-24,JPM,JPMORGAN CHASE & CO,108.66,Financials
2022-04-22,JPM,JPMORGAN CHASE & CO,126.81,Financials
2023-03-27,JPM,JPMORGAN CHASE & CO,128.49001,Financials
2022-09-26,JPM,JPMORGAN CHASE & CO,106.79,Financials
2022-01-21,JPM,JPMORGAN CHASE & CO,145.08,Financials
2023-06-27,JPM,JPMORGAN CHASE & CO,139.2,Financials
2019-11-15,JPM,JPMORGAN CHASE & CO,129.53,Financials
2023-06-12,JPM,JPMORGAN CHASE & CO,141,Financials
2019-10-25,JPM,JPMORGAN CHASE & CO,126.03,Financials
2020-10-20,JPM,JPMORGAN CHASE & CO,100.37,Financials
2021-05-24,JPM,JPMORGAN CHASE & CO,163.53999,Financials
2021-09-24,JPM,JPMORGAN CHASE & CO,163.03999,Financials
2022-06-14,JPM,JPMORGAN CHASE & CO,114.06,Financials
2020-03-09,JPM,JPMORGAN CHASE & CO,93.440002,Financials
2023-08-14,JPM,JPMORGAN CHASE & CO,154.77,Financials
2022-08-31,JPM,JPMORGAN CHASE & CO,113.73,Financials
2022-09-16,JPM,JPMORGAN CHASE & CO,117.08,Financials
2019-12-19,JPM,JPMORGAN CHASE & CO,137.35001,Financials
2019-09-16,JPM,JPMORGAN CHASE & CO,119.16,Financials
2019-08-26,JPM,JPMORGAN CHASE & CO,106.87,Financials
2020-03-26,JPM,JPMORGAN CHASE & CO,98.120003,Financials
2022-08-05,JPM,JPMORGAN CHASE & CO,115.76,Financials
2019-04-10,JPM,JPMORGAN CHASE & CO,105.34,Financials
2019-04-29,JPM,JPMORGAN CHASE & CO,116.12,Financials
2023-05-10,JPM,JPMORGAN CHASE & CO,136.48,Financials
2022-07-27,JPM,JPMORGAN CHASE & CO,115.24,Financials
2021-02-23,JPM,JPMORGAN CHASE & CO,150.61,Financials
2022-10-11,JPM,JPMORGAN CHASE & CO,101.96,Financials
2021-10-28,JPM,JPMORGAN CHASE & CO,170.36,Financials
2021-12-02,JPM,JPMORGAN CHASE & CO,161.21001,Financials
2023-09-08,JPM,JPMORGAN CHASE & CO,143.83,Financials
2020-12-17,JPM,JPMORGAN CHASE & CO,119.67,Financials
2023-10-11,JPM,JPMORGAN CHASE & CO,146.14999,Financials
2020-10-02,JPM,JPMORGAN CHASE & CO,97.889999,Financials
2022-04-13,JPM,JPMORGAN CHASE & CO,127.3,Financials
2021-11-15,JPM,JPMORGAN CHASE & CO,166.56,Financials
2022-09-19,JPM,JPMORGAN CHASE & CO,118.16,Financials
2019-08-30,JPM,JPMORGAN CHASE & CO,109.86,Financials
2022-09-15,JPM,JPMORGAN CHASE & CO,117.87,Financials
2021-04-05,JPM,JPMORGAN CHASE & CO,153.62,Financials
2020-12-03,JPM,JPMORGAN CHASE & CO,121.24,Financials
2020-01-15,JPM,JPMORGAN CHASE & CO,136.72,Financials
2022-03-25,JPM,JPMORGAN CHASE & CO,141.92,Financials
2019-06-20,JPM,JPMORGAN CHASE & CO,110.19,Financials
2022-07-19,JPM,JPMORGAN CHASE & CO,114.56,Financials
2021-12-09,JPM,JPMORGAN CHASE & CO,160.46001,Financials
2019-10-01,JPM,JPMORGAN CHASE & CO,115.55,Financials
2023-05-05,JPM,JPMORGAN CHASE & CO,136.74001,Financials
2019-04-23,JPM,JPMORGAN CHASE & CO,113.74,Financials
2021-05-28,JPM,JPMORGAN CHASE & CO,164.24001,Financials
2022-08-22,JPM,JPMORGAN CHASE & CO,116.67,Financials
2019-03-25,JPM,JPMORGAN CHASE & CO,98.93,Financials
2023-02-09,JPM,JPMORGAN CHASE & CO,140.42,Financials
2023-11-10,JPM,JPMORGAN CHASE & CO,146.42999,Financials
2020-04-13,JPM,JPMORGAN CHASE & CO,98.190002,Financials
2019-02-12,JPM,JPMORGAN CHASE & CO,102.6,Financials
2019-11-05,JPM,JPMORGAN CHASE & CO,129.10001,Financials
2023-08-29,JPM,JPMORGAN CHASE & CO,148.75999,Financials
2021-07-12,JPM,JPMORGAN CHASE & CO,158,Financials
2020-01-27,JPM,JPMORGAN CHASE & CO,132.03,Financials
2021-02-12,JPM,JPMORGAN CHASE & CO,141.25,Financials
2021-04-14,JPM,JPMORGAN CHASE & CO,151.21001,Financials
2022-06-27,JPM,JPMORGAN CHASE & CO,116.38,Financials
2020-07-21,JPM,JPMORGAN CHASE & CO,99.410004,Financials
2019-04-17,JPM,JPMORGAN CHASE & CO,114.3,Financials
2021-08-13,JPM,JPMORGAN CHASE & CO,159.98,Financials
2023-03-09,JPM,JPMORGAN CHASE & CO,130.34,Financials
2019-07-15,JPM,JPMORGAN CHASE & CO,113.9,Financials
2020-06-23,JPM,JPMORGAN CHASE & CO,97.93,Financials
2023-09-07,JPM,JPMORGAN CHASE & CO,143.72,Financials
2020-10-22,JPM,JPMORGAN CHASE & CO,102.88,Financials
2020-08-20,JPM,JPMORGAN CHASE & CO,97.370003,Financials
2020-07-09,JPM,JPMORGAN CHASE & CO,91.279999,Financials
2019-10-28,JPM,JPMORGAN CHASE & CO,126.51,Financials
2021-07-22,JPM,JPMORGAN CHASE & CO,150.92999,Financials
2019-11-08,JPM,JPMORGAN CHASE & CO,130.38,Financials
2021-01-14,JPM,JPMORGAN CHASE & CO,141.17,Financials
2022-04-21,JPM,JPMORGAN CHASE & CO,130.56,Financials
2022-06-22,JPM,JPMORGAN CHASE & CO,115.18,Financials
2020-07-23,JPM,JPMORGAN CHASE & CO,98.980003,Financials
2019-10-23,JPM,JPMORGAN CHASE & CO,125.12,Financials
2020-02-18,JPM,JPMORGAN CHASE & CO,135.64,Financials
2021-11-09,JPM,JPMORGAN CHASE & CO,167.78,Financials
2023-02-01,JPM,JPMORGAN CHASE & CO,139.59,Financials
2019-07-11,JPM,JPMORGAN CHASE & CO,114.1,Financials
2021-06-16,JPM,JPMORGAN CHASE & CO,156.27,Financials
2023-09-11,JPM,JPMORGAN CHASE & CO,144.46001,Financials
2023-05-09,JPM,JPMORGAN CHASE & CO,136.41,Financials
2019-07-24,JPM,JPMORGAN CHASE & CO,116.83,Financials
2020-08-19,JPM,JPMORGAN CHASE & CO,98.550003,Financials
2019-09-13,JPM,JPMORGAN CHASE & CO,120.23,Financials
2022-08-01,JPM,JPMORGAN CHASE & CO,114.21,Financials
2023-12-04,JPM,JPMORGAN CHASE & CO,157.99001,Financials
2019-01-10,JPM,JPMORGAN CHASE & CO,100.39,Financials
2022-06-23,JPM,JPMORGAN CHASE & CO,113.92,Financials
2023-08-16,JPM,JPMORGAN CHASE & CO,150.19,Financials
2022-01-19,JPM,JPMORGAN CHASE & CO,148.92999,Financials
2021-07-02,JPM,JPMORGAN CHASE & CO,156.03,Financials
2021-03-05,JPM,JPMORGAN CHASE & CO,150.91,Financials
2019-02-11,JPM,JPMORGAN CHASE & CO,100.88,Financials
2021-11-23,JPM,JPMORGAN CHASE & CO,168.28,Financials
2019-04-15,JPM,JPMORGAN CHASE & CO,109.94,Financials
2020-07-07,JPM,JPMORGAN CHASE & CO,92.32,Financials
2020-08-17,JPM,JPMORGAN CHASE & CO,99.709999,Financials
2020-09-22,JPM,JPMORGAN CHASE & CO,94.269997,Financials
2019-12-11,JPM,JPMORGAN CHASE & CO,134.17999,Financials
2019-02-25,JPM,JPMORGAN CHASE & CO,106.1,Financials
2021-03-01,JPM,JPMORGAN CHASE & CO,150.5,Financials
2023-06-23,JPM,JPMORGAN CHASE & CO,138.85001,Financials
2019-07-29,JPM,JPMORGAN CHASE & CO,115.85,Financials
2022-09-07,JPM,JPMORGAN CHASE & CO,115.9,Financials
2019-11-07,JPM,JPMORGAN CHASE & CO,130,Financials
2023-06-28,JPM,JPMORGAN CHASE & CO,138.59,Financials
2022-01-11,JPM,JPMORGAN CHASE & CO,167.49001,Financials
2021-10-15,JPM,JPMORGAN CHASE & CO,166.61,Financials
2023-02-16,JPM,JPMORGAN CHASE & CO,141.82001,Financials
2023-12-06,JPM,JPMORGAN CHASE & CO,156.31,Financials
2020-08-07,JPM,JPMORGAN CHASE & CO,99.379997,Financials
2020-03-30,JPM,JPMORGAN CHASE & CO,93.5,Financials
2022-12-16,JPM,JPMORGAN CHASE & CO,129.28999,Financials
2019-05-28,JPM,JPMORGAN CHASE & CO,108.52,Financials
2019-11-14,JPM,JPMORGAN CHASE & CO,128.60001,Financials
2022-09-22,JPM,JPMORGAN CHASE & CO,111.21,Financials
2020-12-10,JPM,JPMORGAN CHASE & CO,120.27,Financials
2021-08-06,JPM,JPMORGAN CHASE & CO,157.5,Financials
2021-03-08,JPM,JPMORGAN CHASE & CO,152.91,Financials
2019-09-20,JPM,JPMORGAN CHASE & CO,118.9,Financials
2019-03-01,JPM,JPMORGAN CHASE & CO,104.43,Financials
2021-10-18,JPM,JPMORGAN CHASE & CO,166.55,Financials
2019-08-09,JPM,JPMORGAN CHASE & CO,109.74,Financials
2021-11-02,JPM,JPMORGAN CHASE & CO,170.47,Financials
2021-03-04,JPM,JPMORGAN CHASE & CO,150.56,Financials
2020-12-15,JPM,JPMORGAN CHASE & CO,120.32,Financials
2023-02-07,JPM,JPMORGAN CHASE & CO,143.64999,Financials
2022-10-13,JPM,JPMORGAN CHASE & CO,109.37,Financials
2020-06-19,JPM,JPMORGAN CHASE & CO,97.809998,Financials
2020-08-13,JPM,JPMORGAN CHASE & CO,102.37,Financials
2019-08-22,JPM,JPMORGAN CHASE & CO,108.72,Financials
2020-03-04,JPM,JPMORGAN CHASE & CO,119.85,Financials
2019-05-02,JPM,JPMORGAN CHASE & CO,115.41,Financials
2022-05-23,JPM,JPMORGAN CHASE & CO,124.6,Financials
2021-01-13,JPM,JPMORGAN CHASE & CO,140.35001,Financials
2022-10-24,JPM,JPMORGAN CHASE & CO,122.38,Financials
2020-10-27,JPM,JPMORGAN CHASE & CO,99.330002,Financials
2021-10-19,JPM,JPMORGAN CHASE & CO,168.57001,Financials
2019-11-04,JPM,JPMORGAN CHASE & CO,128.82001,Financials
2022-02-17,JPM,JPMORGAN CHASE & CO,151.42999,Financials
2022-07-14,JPM,JPMORGAN CHASE & CO,108,Financials
2021-02-10,JPM,JPMORGAN CHASE & CO,139.66,Financials
2020-02-04,JPM,JPMORGAN CHASE & CO,135.28999,Financials
2022-02-14,JPM,JPMORGAN CHASE & CO,152.49001,Financials
2021-04-23,JPM,JPMORGAN CHASE & CO,150.19,Financials
2023-07-27,JPM,JPMORGAN CHASE & CO,156.02,Financials
2020-05-15,JPM,JPMORGAN CHASE & CO,85.900002,Financials
2020-03-25,JPM,JPMORGAN CHASE & CO,91.730003,Financials
2021-12-03,JPM,JPMORGAN CHASE & CO,158.28999,Financials
2022-01-12,JPM,JPMORGAN CHASE & CO,168.44,Financials
2023-07-03,JPM,JPMORGAN CHASE & CO,146.61,Financials
2020-10-15,JPM,JPMORGAN CHASE & CO,101.72,Financials
2019-05-20,JPM,JPMORGAN CHASE & CO,111.35,Financials
2022-12-01,JPM,JPMORGAN CHASE & CO,136.24001,Financials
2019-02-27,JPM,JPMORGAN CHASE & CO,105.16,Financials
2019-12-04,JPM,JPMORGAN CHASE & CO,132.34,Financials
2021-07-30,JPM,JPMORGAN CHASE & CO,151.78,Financials
2020-03-19,JPM,JPMORGAN CHASE & CO,85.300003,Financials
2019-04-26,JPM,JPMORGAN CHASE & CO,114.47,Financials
2023-12-12,JPM,JPMORGAN CHASE & CO,160.52,Financials
2020-01-06,JPM,JPMORGAN CHASE & CO,138.23,Financials
2019-07-02,JPM,JPMORGAN CHASE & CO,113.8,Financials
2021-07-23,JPM,JPMORGAN CHASE & CO,150.64,Financials
2023-06-22,JPM,JPMORGAN CHASE & CO,139.58,Financials
2020-07-20,JPM,JPMORGAN CHASE & CO,97.300003,Financials
2023-03-21,JPM,JPMORGAN CHASE & CO,130.55,Financials
2023-06-29,JPM,JPMORGAN CHASE & CO,143.42999,Financials
2023-01-26,JPM,JPMORGAN CHASE & CO,139.98,Financials
2019-12-20,JPM,JPMORGAN CHASE & CO,137.24001,Financials
2021-04-07,JPM,JPMORGAN CHASE & CO,154.92999,Financials
2021-12-21,JPM,JPMORGAN CHASE & CO,156.09,Financials
2019-05-16,JPM,JPMORGAN CHASE & CO,111.31,Financials
2019-10-30,JPM,JPMORGAN CHASE & CO,125.73,Financials
2021-06-01,JPM,JPMORGAN CHASE & CO,166.05,Financials
2019-05-09,JPM,JPMORGAN CHASE & CO,112.52,Financials
2021-12-07,JPM,JPMORGAN CHASE & CO,162.57001,Financials
2023-02-28,JPM,JPMORGAN CHASE & CO,143.35001,Financials
2023-02-17,JPM,JPMORGAN CHASE & CO,142.24001,Financials
2022-06-02,JPM,JPMORGAN CHASE & CO,132,Financials
2019-06-04,JPM,JPMORGAN CHASE & CO,109.74,Financials
2023-04-20,JPM,JPMORGAN CHASE & CO,140.81,Financials
2021-07-07,JPM,JPMORGAN CHASE & CO,153.59,Financials
2020-08-06,JPM,JPMORGAN CHASE & CO,97.239998,Financials
2021-07-13,JPM,JPMORGAN CHASE & CO,155.64999,Financials
2019-07-01,JPM,JPMORGAN CHASE & CO,113.68,Financials
2020-02-06,JPM,JPMORGAN CHASE & CO,137.61,Financials
2023-12-05,JPM,JPMORGAN CHASE & CO,157.97,Financials
2021-09-22,JPM,JPMORGAN CHASE & CO,155.91,Financials
2019-08-14,JPM,JPMORGAN CHASE & CO,104.8,Financials
2019-04-03,JPM,JPMORGAN CHASE & CO,105.35,Financials
2023-05-19,JPM,JPMORGAN CHASE & CO,139.17999,Financials
2020-07-17,JPM,JPMORGAN CHASE & CO,98.160004,Financials
2022-06-29,JPM,JPMORGAN CHASE & CO,115.3,Financials
2019-02-05,JPM,JPMORGAN CHASE & CO,103.79,Financials
2023-03-08,JPM,JPMORGAN CHASE & CO,137.8,Financials
2019-11-25,JPM,JPMORGAN CHASE & CO,131.49001,Financials
2021-03-22,JPM,JPMORGAN CHASE & CO,150.97,Financials
2023-05-30,JPM,JPMORGAN CHASE & CO,137.46001,Financials
2023-12-13,JPM,JPMORGAN CHASE & CO,161.06,Financials
2023-11-08,JPM,JPMORGAN CHASE & CO,144.72,Financials
2019-12-24,JPM,JPMORGAN CHASE & CO,137.58,Financials
2019-03-07,JPM,JPMORGAN CHASE & CO,102.97,Financials
2021-08-09,JPM,JPMORGAN CHASE & CO,157.33,Financials
2023-11-07,JPM,JPMORGAN CHASE & CO,144.00999,Financials
2020-01-03,JPM,JPMORGAN CHASE & CO,138.34,Financials
2021-10-05,JPM,JPMORGAN CHASE & CO,168.66,Financials
2022-05-19,JPM,JPMORGAN CHASE & CO,118.31,Financials
2019-04-25,JPM,JPMORGAN CHASE & CO,113.61,Financials
2020-08-10,JPM,JPMORGAN CHASE & CO,100.64,Financials
2022-10-19,JPM,JPMORGAN CHASE & CO,116.51,Financials
2019-07-12,JPM,JPMORGAN CHASE & CO,115.3,Financials
2023-10-02,JPM,JPMORGAN CHASE & CO,143.77,Financials
2022-08-26,JPM,JPMORGAN CHASE & CO,114.67,Financials
2020-12-31,JPM,JPMORGAN CHASE & CO,127.07,Financials
2023-03-23,JPM,JPMORGAN CHASE & CO,126.84,Financials
2020-02-14,JPM,JPMORGAN CHASE & CO,137.46001,Financials
2023-05-04,JPM,JPMORGAN CHASE & CO,134.12,Financials
2019-01-25,JPM,JPMORGAN CHASE & CO,103.39,Financials
2022-05-24,JPM,JPMORGAN CHASE & CO,126.36,Financials
2020-03-06,JPM,JPMORGAN CHASE & CO,108.08,Financials
2021-03-17,JPM,JPMORGAN CHASE & CO,155.09,Financials
2023-04-27,JPM,JPMORGAN CHASE & CO,137.05,Financials
2020-02-12,JPM,JPMORGAN CHASE & CO,138,Financials
2020-07-06,JPM,JPMORGAN CHASE & CO,95,Financials
2022-11-07,JPM,JPMORGAN CHASE & CO,131.37,Financials
2022-04-26,JPM,JPMORGAN CHASE & CO,123.02,Financials
2021-11-16,JPM,JPMORGAN CHASE & CO,165.36,Financials
2021-02-24,JPM,JPMORGAN CHASE & CO,153.25999,Financials
2022-09-28,JPM,JPMORGAN CHASE & CO,107.99,Financials
2019-03-15,JPM,JPMORGAN CHASE & CO,106.55,Financials
2023-04-19,JPM,JPMORGAN CHASE & CO,141.22,Financials
2022-07-25,JPM,JPMORGAN CHASE & CO,115.22,Financials
2021-05-12,JPM,JPMORGAN CHASE & CO,157.45,Financials
2023-07-24,JPM,JPMORGAN CHASE & CO,158,Financials
2022-08-30,JPM,JPMORGAN CHASE & CO,114.41,Financials
2023-09-18,JPM,JPMORGAN CHASE & CO,149.12,Financials
2021-12-20,JPM,JPMORGAN CHASE & CO,153.94,Financials
2021-11-30,JPM,JPMORGAN CHASE & CO,158.83,Financials
2023-08-31,JPM,JPMORGAN CHASE & CO,146.33,Financials
2020-03-17,JPM,JPMORGAN CHASE & CO,93.760002,Financials
2020-04-24,JPM,JPMORGAN CHASE & CO,90.709999,Financials
2019-08-28,JPM,JPMORGAN CHASE & CO,106.8,Financials
2021-12-08,JPM,JPMORGAN CHASE & CO,160.71001,Financials
2022-10-18,JPM,JPMORGAN CHASE & CO,118.84,Financials
2023-11-15,JPM,JPMORGAN CHASE & CO,149.74001,Financials
2021-03-16,JPM,JPMORGAN CHASE & CO,153.50999,Financials
2023-10-27,JPM,JPMORGAN CHASE & CO,135.69,Financials
2022-02-25,JPM,JPMORGAN CHASE & CO,147.97,Financials
2022-11-04,JPM,JPMORGAN CHASE & CO,130.67999,Financials
2023-11-27,JPM,JPMORGAN CHASE & CO,153.19,Financials
2020-07-13,JPM,JPMORGAN CHASE & CO,97.650002,Financials
2022-07-14,KFY,KORN FERRY,57.990002,Industrials
2020-07-31,KFY,KORN FERRY,28.1,Industrials
2022-11-21,KFY,KORN FERRY,56.619999,Industrials
2020-06-05,KFY,KORN FERRY,34.639999,Industrials
2020-01-14,KFY,KORN FERRY,42.259998,Industrials
2021-09-24,KFY,KORN FERRY,74.529999,Industrials
2022-06-29,KFY,KORN FERRY,57.740002,Industrials
2023-05-19,KFY,KORN FERRY,48.939999,Industrials
2021-04-21,KFY,KORN FERRY,64.730003,Industrials
2021-03-16,KFY,KORN FERRY,63.139999,Industrials
2021-04-15,KFY,KORN FERRY,65.07,Industrials
2021-04-05,KFY,KORN FERRY,63.049999,Industrials
2021-03-24,KFY,KORN FERRY,60.43,Industrials
2020-02-05,KFY,KORN FERRY,42.759998,Industrials
2023-11-24,KFY,KORN FERRY,51.040001,Industrials
2022-09-13,KFY,KORN FERRY,51.709999,Industrials
2020-12-15,KFY,KORN FERRY,40.34,Industrials
2021-03-29,KFY,KORN FERRY,60.900002,Industrials
2020-07-29,KFY,KORN FERRY,28.91,Industrials
2023-12-22,KFY,KORN FERRY,58.619999,Industrials
2019-03-28,KFY,KORN FERRY,44.810001,Industrials
2021-12-17,KFY,KORN FERRY,73.150002,Industrials
2023-05-30,KFY,KORN FERRY,47.790001,Industrials
2020-11-12,KFY,KORN FERRY,36.669998,Industrials
2022-07-13,KFY,KORN FERRY,58.650002,Industrials
2019-11-12,KFY,KORN FERRY,38.880001,Industrials
2020-09-11,KFY,KORN FERRY,28.719999,Industrials
2023-10-02,KFY,KORN FERRY,47.509998,Industrials
2022-05-23,KFY,KORN FERRY,58.009998,Industrials
2021-03-01,KFY,KORN FERRY,63.43,Industrials
2021-10-15,KFY,KORN FERRY,75.25,Industrials
