Ticker,Year,artificial intelligence,AI,ESG
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2019,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2020,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2021,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2022,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMGN,2023,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
AMZN,2019,0,0,0
